ORD. GROUP,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
Discrete,Aug-21,Mumbai,8/30/2021,Toh-Toh,36303,YES,DENCIL PUMPS & SYSTEMS PVT. LTD.,MMG2100438,2007558355,10,EJA530E-FCS4N-012DL/KS26/T07/MA2/JH01,3," 108,489.00 ",8/31/2021,EJA530E,C,S,Std,,N,-,M,---,PI,,36,Y,,,,12/31/2021,,EJA530E,F,C,S,4,N,0,1,2,D,L,/KS26/T07/MA2/JH01,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,DENCIL PUMPS & SYSTEMS PVT. LTD.,200289545,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Aug-21,Mumbai,8/30/2021,Toh-Toh,36303,YES,DENCIL PUMPS & SYSTEMS PVT. LTD.,MMG2100438,2007558355,20,EJA530E-JCS4N-012EL/KU22/T07/MA2/JH01,3," 95,508.00 ",8/31/2021,EJA530E,C,S,Std,,N,-,M,---,PI,,36,Y,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/T07/MA2/JH01,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,DENCIL PUMPS & SYSTEMS PVT. LTD.,200289545,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Aug-21,Mumbai,8/30/2021,Toh-Toh,36302,YES,DENCIL PUMPS & SYSTEMS PVT. LTD.,MMG2100468,2007593101,10,EJA530E-FCS4N-012DL/KS26/T07/MA2/JH01,5," 180,315.00 ",8/20/2021,EJA530E,C,S,Std,,N,-,M,---,PI,,34,Y,,,,12/31/2021,,EJA530E,F,C,S,4,N,0,1,2,D,L,/KS26/T07/MA2/JH01,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,DENCIL PUMPS & SYSTEMS PVT. LTD.,200289545,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Aug-21,Mumbai,8/30/2021,Toh-Toh,36302,YES,DENCIL PUMPS & SYSTEMS PVT. LTD.,MMG2100468,2007593101,20,EJA530E-JCS4N-012EL/KU22/T07/MA2/JH01,5," 158,680.00 ",8/20/2021,EJA530E,C,S,Std,,N,-,M,---,PI,,34,Y,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/T07/MA2/JH01,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,DENCIL PUMPS & SYSTEMS PVT. LTD.,200289545,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Aug-21,Mumbai,8/30/2021,Toh-Toh,36302,YES,DENCIL PUMPS & SYSTEMS PVT. LTD.,MMG2100468,2007593101,30,EJA530E-FCS4N-012DL/KS26/T07/MA2/JH01,2," 72,126.00 ",8/20/2021,EJA530E,C,S,Std,,N,-,M,---,PI,,34,Y,,,,12/31/2021,,EJA530E,F,C,S,4,N,0,1,2,D,L,/KS26/T07/MA2/JH01,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,DENCIL PUMPS & SYSTEMS PVT. LTD.,200289545,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Aug-21,Baroda,8/30/2021,Toh-Toh,37661,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBH2101121,2007674358,10,EJA110E-JMS4J-912EB/KU22,1," 38,058.00 ",11/12/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,46,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200256904,,,,Balasubramanian R,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Aug-21,Baroda,8/31/2021,Toh-Toh,37613,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBH2101144,2007683412,4010,EJA530E-JBS7N-012EL/KU22,2," 250,000.00 ",11/10/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,46,N,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,9/28/2021,9/30/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200301237,,,,Balasubramanian R,,11/30/2021,0,#N/A,#N/A,
Discrete,Sep-21,Pune,9/7/2021,Toh-Toh,37283,YES,TRANSPARENT TECHNOLOGIES PVT. LTD,MPH2100493,2007670127,10,EJA530E-JBS4N-012EL,2," 64,000.00 ",9/15/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,38,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,9/29/2021,10/1/2021,MC awtd,,,,,,,TRANSPARENT TECHNOLOGIES PVT. LTD,200282169,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/7/2021,Toh-Toh,37451,YES,REGREEN-EXCEL EPC INDIA PRIVATE LIMITED,FPH21M0520,2007689806,10,EJA530E-JBS4N-012EL/KF22,10," 204,950.00 ",10/19/2021,EJA530E,B,S,Std,,N,-,M+T,10/19/2021,PI,,43,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KF22,-,,9/29/2021,10/1/2021,MC awtd,,,,,,,INDIA GLYCOLS LIMITED.,200257060,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/7/2021,Toh-Toh,37451,YES,REGREEN-EXCEL EPC INDIA PRIVATE LIMITED,FPH21M0520,2007689806,20,EJA110E-JMS5J-912EB/KF22,3," 81,930.00 ",10/19/2021,EJA110E,M,S,Std,,N,-,M+T,10/19/2021,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KF22,-,,9/29/2021,10/1/2021,MC awtd,,,,,,,INDIA GLYCOLS LIMITED.,200257060,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/7/2021,Toh-Toh,37451,YES,REGREEN-EXCEL EPC INDIA PRIVATE LIMITED,FPH21M0520,2007689806,30,EJA110E-JMS5J-912EB/KF22,6," 163,860.00 ",10/19/2021,EJA110E,M,S,Std,,N,-,M+T,10/19/2021,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KF22,-,,9/29/2021,10/1/2021,MC awtd,,,,,,,INDIA GLYCOLS LIMITED.,200257060,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/13/2021,Toh-Toh,37867,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBI2101183,2007701109,10,EJA530E-JBS4N-012EL,2," 53,800.00 ",11/30/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,49,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,10/11/2021,10/13/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200256904,,,,Salil Sukumaran Akkadan .,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/15/2021,Toh-Toh,37921,YES,SHAH PAPER MILLS LIMITED,FBI21M1189,2007704807,10,EJA530E-JBS4N-012EL,5," 110,000.00 ",11/25/2021,EJA530E,B,S,Std,,N,-,M+T,11/18/2021,PI,,48,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED,200315031,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/15/2021,Toh-Toh,37921,YES,SHAH PAPER MILLS LIMITED,FBI21M1189,2007704807,20,EJA530E-JCS4N-012EL,1," 22,000.00 ",11/25/2021,EJA530E,C,S,Std,,N,-,M+T,11/18/2021,PI,,48,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED,200315031,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/15/2021,Toh-Toh,37922,YES,SHAH PAPER MILLS LIMITED,MBI2101203,2007707071,10,EJA530E-JBS4N-012EL,9," 198,000.00 ",11/20/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,47,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED,200315031,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/15/2021,Toh-Toh,37922,YES,SHAH PAPER MILLS LIMITED,MBI2101203,2007707071,20,EJA110E-JMS5G-912EB,7," 208,250.00 ",11/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,47,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED,200315031,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/15/2021,Toh-Toh,37922,YES,SHAH PAPER MILLS LIMITED,MBI2101203,2007707071,30,EJA110E-JMS5G-912EB,4," 119,000.00 ",11/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,47,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED,200315031,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/16/2021,Toh-Toh,37944,YES,DEEPAK NITRITE LIMITED.,FBI21M1198,2007708277,10,EJA530E-JBS4N-012EL/KU22,2," 48,888.00 ",12/4/2021,EJA530E,B,S,Std,,N,-,M+T,11/19/2021,PI,,49,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,DEEPAK NITRITE LIMITED.,200256676,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/16/2021,Toh-Toh,37944,YES,DEEPAK NITRITE LIMITED.,FBI21M1198,2007708277,20,EJA530E-JBS4N-012EL/KU22,1," 24,790.00 ",12/4/2021,EJA530E,B,S,Std,,N,-,M+T,11/19/2021,PI,,49,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,10/13/2021,10/15/2021,MC awtd,,,,,,,DEEPAK NITRITE LIMITED.,200256676,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,10,EJA110E-JMS4G-912EB,1," 36,018.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,20,EJA110E-JMS4G-912EB/KS21,2," 77,754.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,/KS21,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,30,EJA110E-JMS4G-912EB/KS21,1," 38,877.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,/KS21,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,40,EJA110E-JMS4G-912EB,2," 72,036.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,50,EJA110E-JMS4G-912EB,1," 36,018.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,60,EJA110E-JMS4G-912EB,1," 36,018.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,70,EJA110E-JMS4G-912EB,1," 36,018.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,80,EJA110E-JMS4G-912EB,1," 36,018.00 ",10/20/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/20/2021,Toh-Toh,37640,YES,HYDROPNEUMATICS PVT. LTD,MMH2100586,2007691759,90,EJA110E-JMA4G-912EB,1," 64,590.00 ",10/20/2021,EJA110E,M,A,Exotic,,N,-,M,---,PI,,43,Y,,,,12/31/2021,,EJA110E,J,M,A,4,G,9,1,2,E,B,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/20/2021,Toh-Toh,37997,YES,INEOS STYROLUTION INDIA LIMITED,MBI2101209,2007711699,10,EJA110E-JMS4J-912EB/KU22,4," 225,800.00 ",11/30/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,49,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,INEOS STYROLUTION INDIA LIMITED,200257166,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Delhi,9/20/2021,Toh-Toh,38068,YES,ALPHA ENGINEERING & SYSTEMS,FDI21M0514,2007729495,10,EJA530E-JCS4N-012EL,4," 89,124.00 ",11/6/2021,EJA530E,C,S,Std,,N,-,M+T,11/30/2021,COD,,45,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,10/18/2021,10/20/2021,MC awtd,,,,,,,DSG PAPERS PRIVATE LIMITED,200289256,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Hyderabad,9/27/2021,Toh-Toh,38075,YES,BALAJI AMINES LIMITED,FHI21M0271,2007732246,10,EJA110E-JMS4J-912EB/KU22,80," 2,862,000.00 ",12/31/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,53,N,12/3/2021,12/24/2021,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,12/13/2021,12/15/2021,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Hyderabad,9/27/2021,Toh-Toh,38075,YES,BALAJI AMINES LIMITED,FHI21M0271,2007732246,30,EJA530E-JBS7N-012EL/KU22,60," 1,609,500.00 ",12/31/2021,EJA530E,B,S,Std,,N,-,M+T,12/7/2021,CREDIT,,53,N,12/3/2021,12/24/2021,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,12/13/2021,12/15/2021,Sch.,12/13/2021,,,,,,BALAJI AMINES LIMITED,200301334,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Hyderabad,9/27/2021,Toh-Toh,38075,YES,BALAJI AMINES LIMITED,FHI21M0271,2007732246,40,EJA530E-JBS7N-012EL/KU22,20," 536,500.00 ",12/31/2021,EJA530E,B,S,Std,,N,-,M+T,12/7/2021,CREDIT,,53,N,12/3/2021,12/24/2021,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,12/13/2021,12/15/2021,Sch.,12/13/2021,,,,,,BALAJI AMINES LIMITED,200301334,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Hyderabad,9/27/2021,Toh-Toh,38075,YES,BALAJI AMINES LIMITED,FHI21M0271,2007732246,50,EJA530E-JCS7N-012EL/KU22,28," 751,100.00 ",12/31/2021,EJA530E,C,S,Std,,N,-,M+T,12/7/2021,CREDIT,,53,N,12/3/2021,12/24/2021,,12/31/2021,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KU22,-,,12/13/2021,12/15/2021,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Hyderabad,9/27/2021,Toh-Toh,38075,YES,BALAJI AMINES LIMITED,FHI21M0271,2007732246,60,EJA530E-JCS7N-012EL/KU22,5," 134,125.00 ",12/31/2021,EJA530E,C,S,Std,,N,-,M+T,12/7/2021,CREDIT,,53,N,12/3/2021,12/24/2021,,12/31/2021,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KU22,-,,12/13/2021,12/15/2021,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4010,EJA110E-FMSWG-912DB/KN26/HAC,1," 253,212.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,F,M,S,W,G,9,1,2,D,B,/KN26/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4020,EJA110E-JMSWG-912EB/KU22/HAC,5," 1,249,045.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4030,EJA110E-JMSWG-912EB/KU22/HAC,6," 344,190.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4040,EJA110E-FMSWG-912DB/KS26/HAC,2," 152,172.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,F,M,S,W,G,9,1,2,D,B,/KS26/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4050,EJA110E-JMSWG-912EB/KU22/HAC,3," 218,049.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4060,EJA110E-FMSWG-912DB/KS26/HAC,2," 602,350.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,F,M,S,W,G,9,1,2,D,B,/KS26/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4070,EJA110E-JMSWG-912EB/KU22/HAC,7," 2,084,404.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4080,EJA110E-FMSWG-912DB/KS26/HAC,1," 270,104.00 ",12/8/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,F,M,S,W,G,9,1,2,D,B,/KS26/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4090,EJA110E-JHSWG-912EB/KU22/HAC,6," 288,942.00 ",12/8/2021,EJA110E,H,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Kolkatta,9/27/2021,Toh-Toh,37783,YES,INDIAN OIL CORPORATION LIMITED,MKI2100397,2007707255,4130,EJA530E-JCS4N-012EL/KU22/HAC,3," 106,326.00 ",12/8/2021,EJA530E,C,S,Std,,Y,WIKA,M,---,BANK,,50,Y,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/HAC,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257138,,,,Surmica Mukherjee,,11/30/2021,Jan-21,#N/A,#N/A,
Discrete,Sep-21,Mumbai,9/27/2021,Toh-Toh,37780,YES,ION EXCHANGE (INDIA) LIMITED,FMI21M0608,2007706808,30,EJA530E-JBS4N-014EL/MA2,3," 81,000.00 ",11/17/2021,EJA530E,B,S,Std,,N,-,M+T,11/30/2021,PI,,47,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,4,E,L,/MA2,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,ION EXCHANGE (INDIA) LIMITED,200257183,,,,Surmica Mukherjee,,11/30/2021,Dec-21,#N/A,#N/A,
