Group,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),Txr Category,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,SO+ITEM,RON / PL,TOKUCHU No.
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54821,YES,SWELORE ENGINEERING PRIVATE LIMITED,MBA2300066,2008803023,180,EJA530E-JBS4N-012EL/KU22/T06/M15/JH01,1,"37,824.00",04/20/2023,EJA530E,B,S,Std,,N,,M,,PI,,17,Y,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/T06/M15/JH01,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,NUMALIGARH REFINERY LIMITED,200257695,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54821,YES,SWELORE ENGINEERING PRIVATE LIMITED,MBA2300066,2008803023,190,EJA530E-JBS4N-012EL/KU22/T06/M15/JH01,1,"37,824.00",04/20/2023,EJA530E,B,S,Std,,N,,M,,PI,,17,Y,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/T06/M15/JH01,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,NUMALIGARH REFINERY LIMITED,200257695,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,10,EJA530E-JCS4N-012EL,1,"19,026.66",04/30/2023,EJA530E,C,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,20,EJA530E-JCS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,C,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,30,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,40,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,50,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,60,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,70,EJA530E-JCS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,C,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,80,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,90,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,100,EJA530E-JBS4N-012EL,1,"19,026.65",04/30/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Jan-23,Baroda,01/31/2023,Toh-Toh,54839,YES,SIEMENS LIMITED,FBA2300063,2008811792,110,EJA110E-JMS5J-912EB,1,"25,309.20",04/30/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,05-02-2023,05-04-2023,MC awtd,,,,,,,JAKRAYA SUGAR LIMITED,200280135,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Baroda,02-01-2023,Toh-Toh,54919,YES,AARTI INDUSTRIES LIMITED,MBA2300085,2008815158,4010,EJA530E-JBS4N-012EN/KU22,2, -   ,07/14/2023,EJA530E,B,S,Std,,Y,,M,,CREDIT,,29,N,04-10-2023,04/17/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,N,/KU22,-,,05-02-2023,05-05-2023,MC Recd,,,,,,,AARTI INDUSTRIES LIMITED,200159077,04-10-2023,,2.01E+13,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Baroda,02-01-2023,Toh-Toh,54919,YES,AARTI INDUSTRIES LIMITED,MBA2300085,2008815158,4020,EJA530E-JBS4N-012EN/KU22,2, -   ,07/14/2023,EJA530E,B,S,Std,,Y,,M,,CREDIT,,29,N,04-10-2023,04/17/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,N,/KU22,-,,05-02-2023,05-05-2023,MC Recd,,,,,,,AARTI INDUSTRIES LIMITED,200159077,04-10-2023,,2.01E+13,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Bangalore,02-03-2023,Toh-Toh,54842,YES,INTEGER SYSTEMS,FLA2300024,2008800656,10,EJA530E-JBS4N-012EL,15,"3,78,645.00",05-10-2023,EJA530E,B,S,Std,,N,,M,,PDC,,20,N,02/25/2023,03-02-2023,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,"ORCHID LAMINATES (P) LTD.,",200182940,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54892,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300018,2008803277,10,EJA110E-JMS5J-912EB/KU22,4,"1,61,688.00",05/31/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54892,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300018,2008803277,20,EJA110E-JMS4J-912EB/KU22,2,"80,844.00",05/31/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54889,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300019,2008803416,10,EJA530E-JBS7N-012EL/KU22,1,"30,135.00",05/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54889,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300019,2008803416,20,EJA530E-JBS7N-012EL/KU22,1,"30,135.00",05/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54889,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300019,2008803416,30,EJA110E-JMS5J-912EB/KU22,7,"2,82,954.00",05/31/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Hyderabad,02-03-2023,Toh-Toh,54889,YES,BALAJI SPECIALITY CHEMICALS LIMITED,FHA2300019,2008803416,40,EJA110E-JMS4J-912EB/KU22,3,"1,21,266.00",05/31/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,23,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,05-04-2023,05-08-2023,MC Recd,,,,,,,BALAJI SPECIALITY CHEMICALS LIMITED,200261034,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,10,EJA530E-JBS4N-01DNL/FF1/M15,7,"2,57,950.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,D,N,L,/FF1/M15,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,20,EJA530E-JBS4N-01DNL/FF1/M15,7,"2,57,950.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,D,N,L,/FF1/M15,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,30,EJA530E-JBS4N-01DNL/FF1/M15,7,"2,57,950.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,D,N,L,/FF1/M15,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,40,EJA530E-JBS4N-01DNL/FF1/M15,7,"2,57,950.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,D,N,L,/FF1/M15,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,50,EJA530E-JBS4N-01DNL/FF1/M15,7,"2,57,950.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,D,N,L,/FF1/M15,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,60,EJA110E-JFS5J-91DNB/FF1/M01,7,"3,81,500.00",03/31/2023,EJA110E,F,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA110E,J,F,S,5,J,9,1,D,N,B,/FF1/M01,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,70,EJA110E-JMS5J-91DNB/FF1/M01,7,"3,86,750.00",03/31/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,D,N,B,/FF1/M01,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,80,EJA110E-JFS5J-91DNB/FF1/M01,7,"3,97,250.00",03/31/2023,EJA110E,F,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA110E,J,F,S,5,J,9,1,D,N,B,/FF1/M01,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-03-2023,Toh-Toh,53443,YES,ZEECO INDIA PVT LTD.,FML2200784,2008820965,90,EJA110E-JFS5J-91DNB/FF1/M01,7,"3,97,250.00",03/31/2023,EJA110E,F,S,Std,,N,,M,,CREDIT,,14,N,,,LM-Cert,04/30/2023,,EJA110E,J,F,S,5,J,9,1,D,N,B,/FF1/M01,-,,05-04-2023,05-08-2023,MC awtd,,,,,,,CHENIERE ENERGY INC,200020842,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Pune,02-08-2023,Toh-Toh,53712,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPA2300030,2008784907,10,EJA110E-JHS4J-912EB,1,"42,350.00",05-09-2023,EJA110E,H,S,Std,,N,,M,,CREDIT,,20,Y,,,LM-Safe,04/30/2023,,EJA110E,J,H,S,4,J,9,1,2,E,B,,-,,,,MC awtd,,,,,,,ASSAM BIO REFINERY PRIVATE LIMITED,200323594,,,2.01E+11,Surmica Mukherjee,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,30,EJA110E-JMS5G-914EB/KU22,1,"45,832.00",06-08-2023,EJA110E,M,S,Std,,N,,M+T,,PI,,24,Y,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,4,E,B,/KU22,-,,,,MC awtd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,,,2.01E+11,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,60,EJA530E-JBS4N-014EL/KU22,3,"1,00,800.00",06-08-2023,EJA530E,B,S,Std,,N,,M+T,,PI,,24,Y,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,L,/KU22,-,,,,MC awtd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,,,2.01E+11,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,120,EJA530E-JAS4N-014EL/SU21/M15,7,"2,44,496.00",06-08-2023,EJA530E,A,S,Std,,N,,M+T,,PI,,24,Y,,,LM-Cert,04/30/2023,,EJA530E,J,A,S,4,N,0,1,4,E,L,/SU21/M15,-,,,,MC awtd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,,,2.01E+12,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,150,EJA530E-JBS4N-014EL/SU21/M15,11,"3,84,208.00",06-08-2023,EJA530E,B,S,Std,,N,,M+T,,PI,,24,Y,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,L,/SU21/M15,-,,,,MC awtd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,,,2.01E+12,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4020,EJA530E-JBS4N-014EL/KU22,1, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,L,/KU22,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4050,EJA530E-JBS4N-014EN/KU22,3, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,N,/KU22,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4070,EJA530E-JBS4N-014EL/KU22,1, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,L,/KU22,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4080,EJA530E-JBS4N-014EN/SU21,2, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,N,/SU21,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4090,EJA530E-JBS4N-014EN/SU21,12, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,N,/SU21,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
PPMG,Feb-23,Baroda,02-08-2023,Toh-Toh,53692,YES,DEEPAK CHEM TECH LIMITED,PBA2300043,2008823276,4130,EJA530E-JBS4N-014EN/SU21,9, -   ,06-08-2023,EJA530E,B,S,Std,,Y,,M+T,,PI,,24,Y,03/17/2023,04-12-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,4,E,N,/SU21,-,,,,MC Recd,,,,,,,DEEPAK CHEM TECH LIMITED,200344407,04/20/2023,,2.01E+13,Kishore Kumar G,
Discrete,Feb-23,Mumbai,02-08-2023,Toh-Toh,53676,YES,M P ENGINEERING CONSTRUCTIONS (INDIA) PRIVATE LIMITED,MMA2300030,2008793361,10,EJA110E-JMS5G-914EB/KU22/C2/M01/T12,1,"75,000.00",04/26/2023,EJA110E,M,S,Exotic,,N,,M,,PDC,,18,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,4,E,B,/KU22/C2/M01/T12,-,,05-09-2023,05-10-2023,MC awtd,,,,,,,HINDUSTAN PETROLEUM CORPORATION LTD,200344506,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-08-2023,Toh-Toh,53676,YES,M P ENGINEERING CONSTRUCTIONS (INDIA) PRIVATE LIMITED,MMA2300030,2008793361,20,EJA110E-JMS5G-914EB/KU22/C2/M01/T12,1,"54,000.00",04/26/2023,EJA110E,M,S,Exotic,,N,,M,,PDC,,18,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,4,E,B,/KU22/C2/M01/T12,-,,05-09-2023,05-10-2023,MC awtd,,,,,,,HINDUSTAN PETROLEUM CORPORATION LTD,200344506,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-08-2023,Toh-Toh,53674,YES,M P ENGINEERING CONSTRUCTIONS (INDIA) PRIVATE LIMITED,MMA2300032,2008793581,10,EJA110E-JMS5G-914EB/KU22/C2/M01/T12,1,"75,000.00",04/29/2023,EJA110E,M,S,Exotic,,N,,M,,PDC,,18,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,4,E,B,/KU22/C2/M01/T12,-,,05-09-2023,05-10-2023,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200264505,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Mumbai,02-08-2023,Toh-Toh,53674,YES,M P ENGINEERING CONSTRUCTIONS (INDIA) PRIVATE LIMITED,MMA2300032,2008793581,20,EJA110E-JMS5G-914EB/KU22/C2/M01/T12,1,"54,000.00",04/29/2023,EJA110E,M,S,Exotic,,N,,M,,PDC,,18,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,4,E,B,/KU22/C2/M01/T12,-,,05-09-2023,05-10-2023,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200264505,,,2.01E+11,Surmica Mukherjee,
PPMG,Feb-23,Pune,02-09-2023,Toh-Toh,52241,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200811,2008773036,10,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,05-09-2023,05-11-2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200257984,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02-09-2023,Toh-Toh,52241,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200811,2008773036,20,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,05-09-2023,05-11-2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200257984,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02-09-2023,Toh-Toh,52241,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200811,2008773036,30,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,05-09-2023,05-11-2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200257984,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02-09-2023,Toh-Toh,52241,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200811,2008773036,40,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,CREDIT,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,05-09-2023,05-11-2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200257984,,,2.01E+11,Prathapagiri Raviprasad,
