Group,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),Txr Category,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,SO+ITEM,RON / PL,TOKUCHU No.
Discrete,Nov-22,Baroda,11/18/2022,Toh-Toh,50514,YES,SHEEL OIL AND FATS PVT LTD,FBK2201638,2008658110,20,EJA110E-JMS5G-912EB,5,"1,76,875.00",03/20/2023,EJA110E,M,S,Std,,N,,M+T,,PI,,13,N,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,SHEEL OIL AND FATS PVT LTD,200263532,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Pune,11/21/2022,Toh-Toh,50616,YES,KSB LIMITED,FPK2200725,2008671054,20,EJA430E-JAS5J-912ED/KU22/A,2,"82,150.00",01/14/2023,EJA430E,A,S,Std,,N,,M+T,,PI,,3,N,,,LM-Cert,04/30/2023,,EJA430E,J,A,S,5,J,9,1,2,E,D,/KU22/A,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,KSB LIMITED,200281843,,,2.01E+11,Surmica Mukherjee,
Discrete,Nov-22,Kolkatta,11/23/2022,Toh-Toh,50709,YES,LINDE INDIA LIMITED,FKK2200455,2008671051,10,EJA430E-JBS5J-912EB/KU22/K1,1,"28,455.00",03/24/2023,EJA430E,B,S,Exotic,,N,,M,,CREDIT,,13,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA430E,J,B,S,5,J,9,1,2,E,B,/KU22/K1,-,,03-03-2023,03-05-2023,MC Recd,,,,,,,JINDAL STAINLESS LIMITED,200257247,,,2.01E+11,Surmica Mukherjee,
Discrete,Nov-22,Kolkatta,11/23/2022,Toh-Toh,50709,YES,LINDE INDIA LIMITED,FKK2200455,2008671051,20,EJA110E-JHS5J-912EB/KU22/K1,1,"29,816.00",03/24/2023,EJA110E,H,S,Exotic,,N,,M,,CREDIT,,13,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,5,J,9,1,2,E,B,/KU22/K1,-,,03-03-2023,03-05-2023,MC Recd,,,,,,,JINDAL STAINLESS LIMITED,200257247,,,2.01E+11,Surmica Mukherjee,
Discrete,Nov-22,Baroda,11/24/2022,Toh-Toh,50688,YES,SIEMENS LIMITED,FBK2201680,2008669623,10,EJA530E-JCS4N-012EL,1,"18,048.00",04/15/2023,EJA530E,C,S,Std,,N,,M,,CREDIT,,16,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,"KOLAR PAPER MILLS LTD.,",200174247,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/24/2022,Toh-Toh,50688,YES,SIEMENS LIMITED,FBK2201680,2008669623,20,EJA530E-JCS4N-012EL,1,"18,048.00",04/15/2023,EJA530E,C,S,Std,,N,,M,,CREDIT,,16,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,"KOLAR PAPER MILLS LTD.,",200174247,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/24/2022,Toh-Toh,50688,YES,SIEMENS LIMITED,FBK2201680,2008669623,30,EJA530E-JBS4N-012EL,1,"18,048.00",04/15/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,16,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,"KOLAR PAPER MILLS LTD.,",200174247,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/24/2022,Toh-Toh,50688,YES,SIEMENS LIMITED,FBK2201680,2008669623,40,EJA530E-JBS4N-012EL,1,"18,048.00",04/15/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,16,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,"KOLAR PAPER MILLS LTD.,",200174247,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/24/2022,Toh-Toh,50688,YES,SIEMENS LIMITED,FBK2201680,2008669623,50,EJA530E-JBS4N-012EL,1,"18,048.00",04/15/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,16,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,01/22/2023,01/24/2023,MC awtd,,,,,,,"KOLAR PAPER MILLS LTD.,",200174247,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Pune,11/29/2022,Toh-Toh,48670,YES,"KBK CHEM ENGINEERING PVT. LTD.,",FPK2200730,2008684297,10,EJA530E-JBS4N-012EL/KU22/A,33,"8,23,812.00",01-10-2023,EJA530E,B,S,Std,,N,,M+TT,,PI,,3,Y,02/23/2023,03-06-2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/A,-,,01/22/2023,01/24/2023,MC Recd,,,,,,,PRO INDUSTRIES PTE LIMITED,200338002,,,2.01E+11,Surmica Mukherjee,
Discrete,Mar-23,Pune,03/20/2023,Toh-Toh,48670,YES,"KBK CHEM ENGINEERING PVT. LTD.,",FPK2200730,2008684297,11,EJA530E-JBS4N-012EL/KU22/A,12,"2,99,568.00",01-10-2023,EJA530E,B,S,Std,,N,,M+TT,,PI,,3,Y,03/20/2023,03/27/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/A,-,,01/22/2023,06/20/2023,MC Recd,,,,,,,PRO INDUSTRIES PTE LIMITED,200338002,,,2.01E+11,Surmica Mukherjee,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,10,EJA530E-JDS4N-012EL,1,"20,048.00",03/30/2023,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,20,EJA530E-JDS4N-012EL,1,"20,048.00",03/30/2023,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,30,EJA530E-JDS4N-012EL,1,"20,048.00",03/30/2023,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,40,EJA530E-JCS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,C,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,50,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,60,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,70,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,80,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,90,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,100,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,120,EJA530E-JBS4N-012EL,1,"18,048.00",03/30/2023,EJA530E,B,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,130,EJA110E-JMS5J-912EB,1,"23,979.00",03/30/2023,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Nov-22,Baroda,11/30/2022,Toh-Toh,50683,YES,SIEMENS LIMITED,FBK2201679,2008669622,140,EJA110E-JMS5J-912EB,1,"23,979.00",03/30/2023,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,03-03-2023,03-05-2023,MC awtd,,,,,,,S.K. STEELTECH PVT LTD,200339014,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12-01-2022,Toh-Toh,51880,YES,ALPHA ENGINEERING & SYSTEMS,MDK2200865,2008695117,10,EJA110E-JMS5J-912EB/KU22,14,"4,97,280.00",03/14/2023,EJA110E,M,S,Std,,N,,M+T,,PDC,,12,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,12/18/2022,12/20/2022,MC awtd,,,,,,,"IOL CHEMICALS AND PHARMACEUTICALS LTD.,",200156426,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Kolkatta,12-09-2022,Toh-Toh,50289,YES,INDIAN METALS & FERRO ALLOYS LTD,FKK22M0430,2008663728,20,EJA530E-JBS4N-012EL,1,"38,850.00",02/28/2023,EJA530E,B,S,Std,,N,,M+T,,CREDIT,,10,N,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,01/24/2023,01/27/2023,MC awtd,,,,,,,INDIAN METALS & FERRO ALLOYS LTD,200341889,,,2.01E+11,Surmica Mukherjee,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,10,EJA110E-JMS5J-912EB/KU22,94,"37,22,118.00",04/20/2023,EJA110E,M,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,20,EJA110E-JMS4J-912EB/KU22,55,"22,19,085.00",04/20/2023,EJA110E,M,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,30,EJA530E-JBS7N-012EL/KU22,37,"11,14,995.00",04/20/2023,EJA530E,B,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,40,EJA530E-JBS7N-012EL/KU22,14,"4,21,890.00",04/20/2023,EJA530E,B,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,50,EJA530E-JCS7N-012EL/KU22,19,"5,72,565.00",04/20/2023,EJA530E,C,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Hyderabad,12-12-2022,Toh-Toh,50816,YES,BALAJI AMINES LIMITED,FHK2200336,2008692680,60,EJA530E-JCS7N-012EL/KU22,8,"2,41,080.00",04/20/2023,EJA530E,C,S,Std,,N,,M+T,,CREDIT,,17,N,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KU22,-,,04-05-2023,04-06-2023,MC Recd,,,,,,,BALAJI AMINES LIMITED,200301334,,,2.01E+11,Komaleswara R,
Discrete,Dec-22,Baroda,12/14/2022,Toh-Toh,52003,YES,NIRMA LIMITED.,FBL2201777,2008704787,10,EJA530E-JBS7N-022EL,3,"1,21,650.00",05/31/2023,EJA530E,B,S,Std,,N,,M,,PI,,23,N,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,7,N,0,2,2,E,L,,-,,04-05-2023,04-06-2023,MC awtd,,,,,,,NIRMA LIMITED.,200257639,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/14/2022,Toh-Toh,52003,YES,NIRMA LIMITED.,FBL2201777,2008704787,20,EJA110E-JHS5G-922EB,1,"49,209.00",05/31/2023,EJA110E,H,S,Std,,N,,M,,PI,,23,N,,,LM-Safe,04/30/2023,,EJA110E,J,H,S,5,G,9,2,2,E,B,,-,,04-05-2023,04-06-2023,MC awtd,,,,,,,NIRMA LIMITED.,200257639,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Mumbai,12/14/2022,Toh-Toh,51952,YES,KILBURN ENGINEERING LTD,FMK2200725,2008699246,10,EJA110E-FMS5G-922DJ/M01/T12,1,"66,875.00",03/22/2023,EJA110E,M,S,Exotic,,N,,M,,PI,,13,N,,,LM-Safe,04/30/2023,,EJA110E,F,M,S,5,G,9,2,2,D,J,/M01/T12,-,,03/22/2023,03/23/2023,MC awtd,,,,,,,NIRMA LIMITED.,200208833,,,2.01E+11,Surmica Mukherjee,
Discrete,Dec-22,Delhi,12/16/2022,Toh-Toh,52106,YES,A.V. TECHNOMATION,FDL2200885,2008713346,10,EJA110E-JMS5J-912EB,5,"1,56,190.00",01-11-2023,EJA110E,M,S,Std,,N,,M,,PDC,,3,N,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,03/16/2023,03/20/2023,MC awtd,,,,,,,SSP PRIVATE LIMITED,200085963,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/16/2022,Toh-Toh,52106,YES,A.V. TECHNOMATION,FDL2200885,2008713346,20,EJA110E-JFS5J-912EB,5,"1,69,260.00",01-11-2023,EJA110E,F,S,Std,,N,,M,,PDC,,3,N,,,LM-Safe,04/30/2023,,EJA110E,J,F,S,5,J,9,1,2,E,B,,-,,03/16/2023,03/20/2023,MC awtd,,,,,,,SSP PRIVATE LIMITED,200085963,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/16/2022,Toh-Toh,52106,YES,A.V. TECHNOMATION,FDL2200885,2008713346,30,EJA530E-JBS7N-012EL,3,"70,653.00",01-11-2023,EJA530E,B,S,Std,,N,,M,,PDC,,3,N,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,,-,,03/16/2023,03/20/2023,MC awtd,,,,,,,SSP PRIVATE LIMITED,200085963,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/16/2022,Toh-Toh,52106,YES,A.V. TECHNOMATION,FDL2200885,2008713346,40,EJA530E-JCS7N-012EL,2,"47,102.00",01-11-2023,EJA530E,C,S,Std,,N,,M,,PDC,,3,N,,,LM-Safe,04/30/2023,,EJA530E,J,C,S,7,N,0,1,2,E,L,,-,,03/16/2023,03/20/2023,MC awtd,,,,,,,SSP PRIVATE LIMITED,200085963,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,10,EJA530E-JBS4N-012EL/KU22,1,"33,805.00",05-11-2023,EJA530E,B,S,Std,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,03/21/2023,03/24/2023,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,20,EJA530E-JBS4N-012EL/KU22,5,"1,69,025.00",05-11-2023,EJA530E,B,S,Std,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,03/21/2023,03/24/2023,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,30,EJA530E-JCS4N-012EL/KU22,1,"33,805.00",05-11-2023,EJA530E,C,S,Std,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22,-,,03/21/2023,03/24/2023,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,40,EJA110E-JMA5G-912EB/KU22,1,"1,01,040.00",05-11-2023,EJA110E,M,A,Exotic,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA110E,J,M,A,5,G,9,1,2,E,B,/KU22,-,,03-03-2023,,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,170,EJA110E-JMA5G-912EB/KU22,1,"1,01,040.00",05-11-2023,EJA110E,M,A,Exotic,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA110E,J,M,A,5,G,9,1,2,E,B,/KU22,-,,03-03-2023,,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,180,EJA110E-JHA5G-912EB/KU22,3,"3,03,120.00",05-11-2023,EJA110E,H,A,Exotic,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA110E,J,H,A,5,G,9,1,2,E,B,/KU22,-,,To be ordered,,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,51987,YES,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,FBL2201787,2008713422,240,EJA110E-JMA5G-912EB/KU22,1,"1,01,040.00",05-11-2023,EJA110E,M,A,Exotic,,N,,M+TT,,PI,,20,Y,03/24/2023,03/31/2023,LM-Cert,04/30/2023,,EJA110E,J,M,A,5,G,9,1,2,E,B,/KU22,-,,05/20/2023,,MC Recd,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,200320402,,,2.01E+12,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,52300,YES,R M AUTOMATION,FBL2201831,2008735865,10,EJA530E-JBS4N-012EL/KU22,20,"4,66,260.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,PDC,,14,N,,,LM-Cert,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,03/21/2023,03/25/2023,MC awtd,,,,,,,KANORIA CHEMICALS & INDUSTRIES LTD,200257296,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Baroda,12/19/2022,Toh-Toh,52300,YES,R M AUTOMATION,FBL2201831,2008735865,30,EJA110E-JHS4G-912EB/KU22,2,"65,492.00",03/31/2023,EJA110E,H,S,Std,,N,,M,,PDC,,14,N,,,LM-Cert,04/30/2023,,EJA110E,J,H,S,4,G,9,1,2,E,B,/KU22,-,,03/21/2023,03/25/2023,MC awtd,,,,,,,KANORIA CHEMICALS & INDUSTRIES LTD,200257296,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/20/2022,Toh-Toh,50637,YES,INDIAN OIL CORPORATION LIMITED,FDK2200841,2008685536,50,EJA110E-JFS5G-912EB/KS21/M01,3,"1,01,963.13",01/20/2023,EJA110E,F,S,Std,,N,,M+T,,CREDIT,,4,Y,,,LM-Cert,04/30/2023,,EJA110E,J,F,S,5,G,9,1,2,E,B,/KS21/M01,-,,03/21/2023,03/25/2023,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257102,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/20/2022,Toh-Toh,50637,YES,INDIAN OIL CORPORATION LIMITED,FDK2200841,2008685536,80,EJA110E-JMS5G-912EB/KS21/M01/HG,6,"2,07,075.48",01/20/2023,EJA110E,M,S,Exotic,,N,,M+T,,CREDIT,,4,Y,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KS21/M01/HG,-,,03/21/2023,03/25/2023,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257102,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Dec-22,Delhi,12/20/2022,Toh-Toh,50637,YES,INDIAN OIL CORPORATION LIMITED,FDK2200841,2008685536,90,EJA110E-JMS5G-912EB/KS21/M01/HG,4,"1,38,050.32",01/20/2023,EJA110E,M,S,Exotic,,N,,M+T,,CREDIT,,4,Y,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KS21/M01/HG,-,,03/21/2023,03/25/2023,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257102,,,2.01E+11,Salil Sukumaran Akkadan .,
