Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,2002,Line-side Transm,F9900BE,,NUT,,0,,4,ST,,426.83
2Q00,YIL,2002,Line-side Transm,F9900AS,,BOLT,,0,,179,ST,,111.31
2Q00,YIL,2002,Line-side Transm,F9900AU,,"BOLT (FOR PROCESS CONNECTOR, ASTM-B7M)",,0,,414,ST,,69.30
2Q00,YIL,2002,Line-side Transm,F9900BC,,NUT,,0,,746,ST,,15.48
2Q00,YIL,2002,Line-side Transm,F9900BA,,NUT (FOR COVER FLANGE),,0,,456,ST,,21.38
2Q00,YIL,2008,Line-SideMetrCov,F9913SE,,METER COVER,,0,,3,ST,,800.61
2Q00,YIL,2008,Line-SideMetrCov,F9900GU,,O-RING,,0,,12,ST,,61.19
2Q00,YIL,2008,Line-SideMetrCov,F9913TS,,METER COVER,,0,,154,ST,,294.14
2Q00,YIL,2008,Line-SideMetrCov,F9913VS,,METER COVER,,0,,9,ST,,391.46
2Q00,YIL,2008,Line-SideMetrCov,F9341JQ,,O-RING,,0,,958,ST,,4.42
2Q00,YIL,2008,Line-SideMetrCov,F9341JE,,RING,,0,,232,ST,,30.96
2Q00,YIL,2008,Line-SideMetrCov,F9341JD,,SPRING,,0,,285,ST,,30.22
2Q00,YIL,2008,Line-SideMetrCov,F9341JA,,GLASS,,0,,183,ST,,117.21
2Q00,YIL,9002,Receive MFG KD,F9900SH,,BOLT,,0,,"1,209",ST,,24.32
2Q00,YIL,9002,Receive MFG KD,F9900SG,,SCREW,,0,,290,ST,,46.44
2Q00,YIL,9002,Receive MFG KD,F9900SF,,BRACKET,,0,,674,ST,,402.52
2Q00,YIL,9002,Receive MFG KD,F9900SD,,BRACKET,,0,,114,ST,,522.68
2Q00,YIL,9002,Receive MFG KD,F9900SB,,BRACKET,,0,,658,ST,,692.97
2Q00,YIL,9002,Receive MFG KD,F9900RS,,PLATE,,0,,"3,800",ST,,16.96
2Q00,YIL,9002,Receive MFG KD,F9900RR,,TAPPING SCREW,,0,,143,ST,,1.47
2Q00,YIL,9002,Receive MFG KD,F9900RP,,BOLT,,0,,"5,400",ST,,2.95
