Discrete,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,10,EJA530E-JBS4N-012EL,7," 137,620.00 ",11/24/2021,EJA530E,B,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,20,EJA530E-JCS4N-012EL,6," 117,960.00 ",11/24/2021,EJA530E,C,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,30,EJA530E-JDS4N-012EL,2," 39,320.00 ",11/24/2021,EJA530E,D,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,50,EJA110E-JMS4J-912EB,13," 346,567.00 ",11/24/2021,EJA110E,M,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,60,EJA110E-JFS4J-912EB,4," 114,496.00 ",11/24/2021,EJA110E,F,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,F,S,4,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,80,EJA110E-JMS5J-912EB,10," 262,860.00 ",11/24/2021,EJA110E,M,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,90,EJA110E-JFS4J-912EB,2," 57,248.00 ",11/24/2021,EJA110E,F,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,F,S,4,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,160,EJA110E-JMS5J-912EB,7," 184,002.00 ",11/24/2021,EJA110E,M,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Chennai,10/20/2021,Toh-Toh,38097,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0642,2007807715,180,EJA110E-JMS5J-912EB,4," 105,144.00 ",11/24/2021,EJA110E,M,S,Std,,N,-,M+T,1/5/2022,PDC,,48,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,NSL SUGARS LIMITED,200257649,,,,Vidish Sharma K,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
Discrete,Oct-21,Delhi,10/22/2021,Toh-Toh,37628,YES,VEDANTA LIMITED (CAIRN OIL & GAS),MDI2100489,2007771347,10,EJA530E-JCS4N-012EL/KU22,2," 43,948.80 ",5/26/2021,EJA530E,C,S,Std,,N,-,M,---,CREDIT,,22,Y,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,VEDANTA LIMITED (CAIRN OIL & GAS),200255215,,,,Salil Sukumaran Akkadan .,,1/0/1900,#N/A,#N/A,#N/A,
Discrete,Oct-21,Delhi,10/22/2021,Toh-Toh,37628,YES,VEDANTA LIMITED (CAIRN OIL & GAS),MDI2100489,2007771347,20,EJA530E-JDS4N-012EL/KU22,2," 43,948.80 ",5/26/2021,EJA530E,D,S,Std,,N,-,M,---,CREDIT,,22,Y,,,,1/31/2022,,EJA530E,J,D,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,VEDANTA LIMITED (CAIRN OIL & GAS),200255215,,,,Salil Sukumaran Akkadan .,,1/0/1900,#N/A,#N/A,#N/A,
Discrete,Oct-21,Delhi,10/22/2021,Toh-Toh,37628,YES,VEDANTA LIMITED (CAIRN OIL & GAS),MDI2100489,2007771347,30,EJA530E-JDS4N-012EL/KU22,2," 43,948.80 ",5/26/2021,EJA530E,D,S,Std,,N,-,M,---,CREDIT,,22,Y,,,,1/31/2022,,EJA530E,J,D,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,VEDANTA LIMITED (CAIRN OIL & GAS),200255215,,,,Salil Sukumaran Akkadan .,,1/0/1900,#N/A,#N/A,#N/A,
PPMG,Oct-21,Hyderabad,10/22/2021,Toh-Toh,38635,YES,BIOLOGICAL E. LIMITED,PHJ21M0307,2007818223,50,EJA530E-JDS4N-012EL,5," 153,180.00 ",1/7/2022,EJA530E,D,S,Std,,N,-,M+T,1/5/2022,PI,,2,N,12/30/2021,1/3/2022,,12/31/2021,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC Recd,,,,,,,BIOLOGICAL E. LIMITED,200256536,,,,Vinoth G R,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
PPMG,Oct-21,Hyderabad,10/22/2021,Toh-Toh,38635,YES,BIOLOGICAL E. LIMITED,PHJ21M0307,2007818223,60,EJA530E-JBS4N-012EL,1," 34,269.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,1/5/2022,PI,,2,N,12/30/2021,1/3/2022,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC Recd,,,,,,,BIOLOGICAL E. LIMITED,200256536,,,,Vinoth G R,,12/31/2021,Dec-21,12/1/2021,12/1/2021,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38468,YES,GARWARE INDUSTRIES LIMITED,MPJ2100622,2007780387,10,EJA110E-JMS5J-912EB,2," 97,500.00 ",11/30/2021,EJA110E,M,S,Std,,N,-,M,---,COD,,49,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,GARWARE INDUSTRIES LIMITED,200256816,,,,Surmica Mukherjee,,11/30/2021,#N/A,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38468,YES,GARWARE INDUSTRIES LIMITED,MPJ2100622,2007780387,20,EJA110E-JMS5J-912EB,1," 48,750.00 ",11/30/2021,EJA110E,M,S,Std,,N,-,M,---,COD,,49,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,GARWARE INDUSTRIES LIMITED,200256816,,,,Surmica Mukherjee,,11/30/2021,#N/A,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38708,YES,SHAH PAPER MILLS LIMITED-UNIT 3,FBJ21M1396,2007803949,20,EJA530E-JBS4N-012EL,1," 37,100.00 ",1/6/2022,EJA530E,B,S,Std,,N,-,M+T,12/22/2021,PI,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED-UNIT 3,200247504,,,,Salil Sukumaran Akkadan .,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,10,EJA530E-JBS4N-012EL,1," 21,850.00 ",12/10/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,50,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,20,EJA530E-JBS4N-012EL,1," 21,850.00 ",12/10/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,50,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4030,EJA530E-JAS4N-012EN,1," 43,225.00 ",12/10/2021,EJA530E,A,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,A,S,4,N,0,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4040,EJA110E-JMSWJ-912EN,1," 74,280.00 ",12/10/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4050,EJA110E-JMSWJ-912EN,1," 72,738.00 ",12/10/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4060,EJA110E-JMSWJ-912EN,1," 72,738.00 ",12/10/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4070,EJA110E-JMSWJ-912EN,1," 74,280.00 ",12/10/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/25/2021,Toh-Toh,38737,YES,PRECISE TECHNOLOGIES,MBJ2101417,2007807614,4080,EJA110E-JMSWJ-912EN,1," 72,100.00 ",12/10/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,50,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,N,,-,,11/23/2021,11/25/2021,MC Recd,,,,,,,SHREE SULPHURICS PVT. LTD.,200324075,2/15/2022,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38683,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPJ2100639,2007810335,10,EJA530E-JBS4N-012EL,1," 30,000.00 ",12/18/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,BHARAT PETROLEUM CORPORATION LTD,200280697,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38683,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPJ2100639,2007810335,20,EJA110E-JHS4J-912EB,1," 40,000.00 ",12/18/2021,EJA110E,H,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,H,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,BHARAT PETROLEUM CORPORATION LTD,200280697,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38683,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPJ2100639,2007810335,30,EJA110E-JFS4J-912EB,1," 44,000.00 ",12/18/2021,EJA110E,F,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,F,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,BHARAT PETROLEUM CORPORATION LTD,200280697,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38683,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPJ2100639,2007810335,40,EJA110E-JMS4J-914EB,1," 40,000.00 ",12/18/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,4,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,BHARAT PETROLEUM CORPORATION LTD,200280697,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
Discrete,Oct-21,Pune,10/25/2021,Toh-Toh,38683,YES,KIRLOSKAR PNEUMATIC CO. LTD.,MPJ2100639,2007810335,50,EJA110E-JMS4J-914EB,1," 40,000.00 ",12/18/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,4,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,BHARAT PETROLEUM CORPORATION LTD,200280697,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
PPMG,Oct-21,Delhi,10/25/2021,Toh-Toh,38446,YES,"SATIA INDUSTRIES LTD.,",PDJ21M0578-1,2007805089,30,EJA110E-JMS4J-912EB,6," 131,238.00 ",12/21/2021,EJA110E,M,S,Std,,N,-,M+T,3/7/2021,PI,,52,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,"SATIA INDUSTRIES LTD.,",200217395,,,,Kishore Kumar G,,1/31/2022,0,#N/A,#N/A,
PPMG,Oct-21,Delhi,10/25/2021,Toh-Toh,38446,YES,"SATIA INDUSTRIES LTD.,",PDJ21M0578-2,2007807081,10,EJA110E-JMS4J-912EB,8," 174,984.00 ",2/28/2022,EJA110E,M,S,Std,,N,-,M+T,1/22/2022,PI,,10,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,"SATIA INDUSTRIES LTD.,",200217395,,,,Kishore Kumar G,,1/31/2022,0,#N/A,#N/A,
PPMG,Oct-21,Delhi,10/25/2021,Toh-Toh,38446,YES,"SATIA INDUSTRIES LTD.,",PDJ21M0578-2,2007807081,20,EJA110E-JMS4J-912EB,10," 218,730.00 ",2/28/2022,EJA110E,M,S,Std,,N,-,M+T,1/22/2022,PI,,10,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,"SATIA INDUSTRIES LTD.,",200217395,,,,Kishore Kumar G,,1/31/2022,0,#N/A,#N/A,
PPMG,Oct-21,Delhi,10/25/2021,Toh-Toh,38446,YES,"SATIA INDUSTRIES LTD.,",PDJ21M0578-2,2007807081,600,EJA110E-JMS4J-912EB,3," 65,619.00 ",2/28/2022,EJA110E,M,S,Std,,N,-,M+T,1/22/2022,PI,,10,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,"SATIA INDUSTRIES LTD.,",200217395,,,,Kishore Kumar G,,1/31/2022,0,#N/A,#N/A,
PPMG,Oct-21,Delhi,10/25/2021,Toh-Toh,38446,YES,"SATIA INDUSTRIES LTD.,",PDJ21M0578-2,2007807081,640,EJA530E-JBS4N-012EL,5," 75,085.00 ",2/28/2022,EJA530E,B,S,Std,,N,-,M+T,1/22/2022,PI,,10,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/23/2021,11/25/2021,MC awtd,,,,,,,"SATIA INDUSTRIES LTD.,",200217395,,,,Kishore Kumar G,,1/31/2022,0,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,80,EJA110E-JMS5J-912EB/KU22,1," 29,170.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,100,EJA110E-JMS5J-912EB/KU22,1," 29,170.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,110,EJA110E-JMS5J-912EB/KU22,1," 29,170.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,120,EJA110E-JMS5J-912EB/KU22,1," 29,170.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,130,EJA110E-JFS5J-912EB/KU22,1," 31,368.00 ",12/20/2021,EJA110E,F,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,F,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,140,EJA110E-JMS5J-912EB/KU22,1," 29,170.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,150,EJA530E-JAS4N-012EL/KU22,2," 47,790.00 ",12/20/2021,EJA530E,A,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,160,EJA530E-JBS4N-012EL/KU22,1," 23,895.00 ",12/20/2021,EJA530E,B,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,180,EJA530E-JBS4N-012EL/KU22,5," 119,475.00 ",12/20/2021,EJA530E,B,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,190,EJA110E-JMS5J-912EB/KU22,5," 149,570.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,200,EJA110E-JMS5J-912EB/KU22,2," 60,612.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/26/2021,Toh-Toh,38459,YES,INDEVELOP TECHNOLOGY PRIVATE LIMITED,FKI21M0446,2007762667,210,EJA110E-JMS5J-912EB/KU22,1," 31,289.00 ",12/20/2021,EJA110E,M,S,Std,,N,-,M+T,12/7/2021,CREDIT,,52,Y,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,WELSPUN CORPORATION LIMITED,200115536,,,,Surmica Mukherjee,,1/31/2022,Jan-22,#N/A,#N/A,
