Discrete,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-FCS4N-012DL/KS26/T07/MA2/HAC/EE,2,,11/30/2021,EJA530E,C,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,F,C,S,4,N,0,1,2,D,L,/KS26/T07/MA2/HAC/EE,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JAS4N-012EL/KU22/T05/HAC,2,,11/30/2021,EJA530E,A,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,/KU22/T05/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JAS4N-012EL/KU22/T05/MA2/HAC,2,,11/30/2021,EJA530E,A,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,/KU22/T05/MA2/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JBS4N-012EL/KU22/T06/HAC,5,,11/30/2021,EJA530E,B,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/T06/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JBS4N-012EL/KU22/T06/MA2/HAC,2,,11/30/2021,EJA530E,B,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/T06/MA2/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JCS4N-012EL/KU22/T07/HAC,2,,11/30/2021,EJA530E,C,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/T07/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,35408,NO,TATA PROJECTS LIMITED,PME2100286,,,EJA530E-JCS4N-012EL/KU22/T07/MA2/HAC,2,,11/30/2021,EJA530E,C,S,Std,,N,-,M+T,,,,49,,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/T07/MA2/HAC,-,,1/10/2022,1/12/2022,Forecast,,,,,,,HPCL RAJASTHAN REFINERY LIMITED_VGO_TRx Heater,,,,,Prashantkumar Laxmikant Kulkarni,,1/31/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,38543,NO,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,PMJ2100689,,,EJA530E-JBS4N-012EN,2,,1/6/2022,EJA530E,B,S,Std,,Y,WIKA,M+T,,,,2,,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,N,,-,,12/8/2021,12/10/2021,Forecast,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,,,,,Prashantkumar Laxmikant Kulkarni,,2/28/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,38543,NO,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,PMJ2100689,,,EJA530E-JCS4N-012EN,1,,1/6/2022,EJA530E,C,S,Std,,Y,WIKA,M+T,,,,2,,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,N,,-,,12/8/2021,12/10/2021,Forecast,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,,,,,Prashantkumar Laxmikant Kulkarni,,2/28/2022,#N/A,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/13/2021,Toh-Toh,38543,NO,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,PMJ2100689,,,EJA110E-JHSWG-912EB/KU22,2,,1/6/2022,EJA110E,H,S,Std,,Y,WIKA,M+T,,,,2,,,,,1/31/2022,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KU22,-,,12/8/2021,12/10/2021,Forecast,,,,,,,NAVIN FLUORINE ADVANCED SCIENCES LIMITED,,,,,Prashantkumar Laxmikant Kulkarni,,2/28/2022,#N/A,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/15/2021,Toh-Toh,38725,YES,S K ENGINEERING & ALLIED SOLUTIONS,FDJ21M0612,2007856492,20,EJA110E-JMS5J-912EB,4," 112,000.00 ",12/17/2021,EJA110E,M,S,Std,,N,-,M+T,3/17/2022,COD,,51,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,KANPUR EDIBLES PVT. LTD,200277741,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Chennai,11/15/2021,Toh-Toh,39068,YES,LOYAL INTERNATIONAL,MCK2100749,2007860378,10,EJA110E-JMS4J-912EB,1," 46,500.00 ",1/3/2022,EJA110E,M,S,Std,,N,-,M,---,PDC,,2,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,DCW LIMITED,200256673,,,,Komaleswara R,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Chennai,11/15/2021,Toh-Toh,39068,YES,LOYAL INTERNATIONAL,MCK2100749,2007860378,20,EJA530E-JDS4N-012EL,1," 34,300.00 ",1/3/2022,EJA530E,D,S,Std,,N,-,M,---,PDC,,2,N,,,,12/31/2021,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,DCW LIMITED,200256673,,,,Komaleswara R,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/15/2021,Toh-Toh,39052,YES,ATUL LIMITED,MBK2101488,2007863654,10,EJA110E-JMS5G-912EB/KU22,1," 33,490.00 ",12/16/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,ATUL LIMITED,200256368,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Mumbai,11/15/2021,Toh-Toh,39010,YES,FLEX-CLEAN SYSTEMS PRIVATE LIMITED,MMK2100748,2007864966,10,EJA530E-JAS4N-012EL/KU22/M15,2," 56,000.00 ",12/15/2021,EJA530E,A,S,Std,,N,-,M,---,PI,,51,Y,,,,12/31/2021,,EJA530E,J,A,S,4,N,0,1,2,E,L,/KU22/M15,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,MEGHNA SUGAR REFINERY LIMITED,200273970,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Mumbai,11/15/2021,Toh-Toh,39010,YES,FLEX-CLEAN SYSTEMS PRIVATE LIMITED,MMK2100748,2007864966,20,EJA110E-JMS5G-912EB/KU22/M01,3," 108,000.00 ",12/15/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,51,Y,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22/M01,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,MEGHNA SUGAR REFINERY LIMITED,200273970,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/15/2021,Toh-Toh,38762,YES,AMAL SPECIALITY CHEMICALS LTD.,MBJ2101427,2007865227,10,EJA530E-JAS4N-012EN,1," 32,125.00 ",12/28/2021,EJA530E,A,S,Std,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,A,S,4,N,0,1,2,E,N,,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,AMAL SPECIALITY CHEMICALS LTD.,200328131,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/15/2021,Toh-Toh,38762,YES,AMAL SPECIALITY CHEMICALS LTD.,MBJ2101427,2007865227,20,EJA530E-JBS4N-012EN,5," 160,625.00 ",12/28/2021,EJA530E,B,S,Std,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,N,,-,,12/13/2021,12/15/2021,MC awtd,,,,,,,AMAL SPECIALITY CHEMICALS LTD.,200328131,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/16/2021,Toh-Toh,39171,YES,NAVIN FLUORINE INTERNATIONAL LTD.,FBK21M1513,2007869068,10,EJA110E-JMS4G-912EB/KU22,1," 43,575.00 ",1/16/2022,EJA110E,M,S,Std,,N,-,M+T,3/24/2022,PI,,3,N,,,,1/31/2022,,EJA110E,J,M,S,4,G,9,1,2,E,B,/KU22,-,,12/14/2021,12/16/2021,MC awtd,,,,,,,NAVIN FLUORINE INTERNATIONAL LTD.,200255821,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Mumbai,11/17/2021,Toh-Toh,31895,YES,TOYO ENGINEERING INDIA PRIVATE LIMITED,PMK20C0532,2007234419,2350,EJA430E-JAS5G-912EB/KS21/C3/MG1/T01/HAC,1," 20,970.00 ",8/31/2021,EJA430E,A,S,Exotic,,N,-,M+T,3/22/2022,CREDIT,,36,Y,,,,1/31/2022,,EJA430E,J,A,S,5,G,9,1,2,E,B,/KS21/C3/MG1/T01/HAC,-,,12/14/2021,12/16/2021,MC awtd,,,,,,,TOYO ENGINEERING INDIA PRIVATE LIMITED,200311720,,,,Ganesha Prasada K,,12/31/2021,CF-Nov 21,1/1/2022,1/1/2022,
PPMG,Nov-21,Mumbai,11/17/2021,Toh-Toh,31895,YES,TOYO ENGINEERING INDIA PRIVATE LIMITED,PMK20C0532,2007234419,2360,EJA430E-JAS5G-912EB/KS21/C3/MG1/T01/HAC,1," 20,970.00 ",8/31/2021,EJA430E,A,S,Exotic,,N,-,M+T,3/22/2022,CREDIT,,36,Y,,,,1/31/2022,,EJA430E,J,A,S,5,G,9,1,2,E,B,/KS21/C3/MG1/T01/HAC,-,,12/14/2021,12/16/2021,MC awtd,,,,,,,TOYO ENGINEERING INDIA PRIVATE LIMITED,200311720,,,,Ganesha Prasada K,,12/31/2021,CF-Nov 21,1/1/2022,1/1/2022,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,38956,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBK21M1469,2007853036,10,EJA110E-JHS4J-912EB/KU22,12," 381,000.00 ",1/12/2022,EJA110E,H,S,Std,,N,-,M+T,2/1/2022,CREDIT,,3,N,,,,1/31/2022,,EJA110E,J,H,S,4,J,9,1,2,E,B,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,38956,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBK21M1469,2007853036,20,EJA530E-JAS4N-012EL/KU22,3," 71,700.00 ",1/12/2022,EJA530E,A,S,Std,,N,-,M+T,2/1/2022,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,38956,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBK21M1469,2007853036,30,EJA530E-JBS4N-012EL/KU22,3," 71,700.00 ",1/12/2022,EJA530E,B,S,Std,,N,-,M+T,2/1/2022,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,38956,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBK21M1469,2007853036,40,EJA530E-JBS4N-012EL/KU22,5," 119,500.00 ",1/12/2022,EJA530E,B,S,Std,,N,-,M+T,2/1/2022,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,38956,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBK21M1469,2007853036,50,EJA530E-JBS4N-012EL/KU22,1," 23,900.00 ",1/12/2022,EJA530E,B,S,Std,,N,-,M+T,2/1/2022,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/18/2021,Toh-Toh,39167,YES,SATURN ENGINEERING SERVICES,MBK2101486,2007862560,10,EJA530E-JBS4N-012EL/KU22,4," 96,600.00 ",1/10/2022,EJA530E,B,S,Std,,N,-,M,---,PDC,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,NAVIN FLUORINE INTERNATIONAL LTD.,200274181,,,,Salil Sukumaran Akkadan .,,1/31/2022,0,#N/A,#N/A,
Discrete,Nov-21,Mumbai,11/18/2021,Toh-Toh,38980,YES,NIRMAL INDUSTRIAL CONTROLS PVT.LTD.,FMK21M0751,2007865272,10,EJA110E-JHS5G-912EB/KF22/M01,2," 63,400.00 ",12/22/2021,EJA110E,H,S,Std,,N,-,M+TT,3/13/2022,PDC,,52,Y,,,,12/31/2021,,EJA110E,J,H,S,5,G,9,1,2,E,B,/KF22/M01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,GAIL (INDIA) LIMITED,200140013,,,,Surmica Mukherjee,,12/31/2021,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,10,EJA110E-JMS5J-912EB/FU1/M01/T12/JH01,1," 33,946.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/FU1/M01/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,40,EJA110E-JMS5J-912EB/FU1/M01/T12/JH01,1," 33,946.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/FU1/M01/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,50,EJA110E-JMS4J-912EB/FU1/M11/T12/JH01,1," 34,534.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,/FU1/M11/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,60,EJA110E-JMS4J-912EB/FU1/M11/T12/JH01,1," 34,534.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,/FU1/M11/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,70,EJA110E-JMS5J-912EB/FU1/M01/T12/JH01,1," 33,946.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/FU1/M01/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,80,EJA110E-JMS5J-912EB/FU1/M01/T12/JH01,1," 33,946.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/FU1/M01/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,90,EJA110E-JMS4J-912EB/FU1/M11/T12/JH01,1," 34,534.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,/FU1/M11/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,100,EJA530E-JBS4N-012EL/FU1/T06/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/FU1/T06/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,110,EJA530E-JCS4N-012EL/FU1/T07/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,C,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/FU1/T07/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,120,EJA530E-JBS4N-012EL/FU1/T06/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/FU1/T06/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,130,EJA530E-JCS4N-012EL/FU1/T07/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,C,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/FU1/T07/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,140,EJA530E-JAS4N-012EL/FU1/T05/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,A,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,/FU1/T05/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,150,EJA110E-JMS5J-912EB/FU1/M01/T12/JH01,1," 44,696.00 ",1/7/2022,EJA110E,M,S,Exotic,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,/FU1/M01/T12/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,160,EJA530E-JBS4N-012EL/FU1/T06/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/FU1/T06/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,170,EJA530E-JBS4N-012EL/FU1/T06/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/FU1/T06/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,180,EJA530E-JBS4N-012EL/FU1/T06/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,B,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/FU1/T06/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
PPMG,Nov-21,Baroda,11/18/2021,Toh-Toh,38664,YES,LINDE ENGINEERING INDIA PRIVATE LIMITED,PBI21M1201,2007871611,190,EJA530E-JCS4N-012EL/FU1/T07/MA2/JH01,1," 27,903.00 ",1/7/2022,EJA530E,C,S,Std,,N,-,M+T,3/13/2022,CREDIT,,2,N,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,/FU1/T07/MA2/JH01,-,,12/29/2021,12/31/2021,MC awtd,,,,,,,MATHESON TRI-GAS,200230658,,,,Ganesha Prasada K,,1/31/2022,0,#N/A,#N/A,
