Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,893,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,894,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,896,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,897,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,898,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,899,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,900,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,901,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,902,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,903,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,904,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,905,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,906,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,907,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,908,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,909,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,910,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,911,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,912,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,913,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,914,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,915,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,916,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,917,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,918,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,919,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,920,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,921,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,922,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,923,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,924,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,925,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,926,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,927,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,928,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,929,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,930,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,931,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,932,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,933,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,934,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,935,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,936,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,937,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,938,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,939,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,940,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,941,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,942,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,943,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,944,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,945,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,946,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,947,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,948,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,949,766.18
2Q00,YIL,2002,Line-side Transm,F9920VT,,LPT ASSY,,0,,1,ST,950,766.18
2Q00,YIL,2008,Line-SideMetrCov,F9913VS,,METER COVER,,0,,63,ST,,432.35
2Q00,YIL,2008,Line-SideMetrCov,F9913TS,,METER COVER,,0,,6,ST,,324.87
2Q00,YIL,2008,Line-SideMetrCov,F9913SE,,METER COVER,,0,,46,ST,,884.23
2Q00,YIL,2008,Line-SideMetrCov,F9913CS,,METER COVER,,0,,90,ST,,432.35
2Q00,YIL,2008,Line-SideMetrCov,F9900GU,,O-RING,,0,,13,ST,,67.58
2Q00,YIL,2008,Line-SideMetrCov,F9341JQ,,O-RING,,0,,2,ST,,4.89
2Q00,YIL,2008,Line-SideMetrCov,F9341JE,,RING,,0,,17,ST,,34.19
2Q00,YIL,2008,Line-SideMetrCov,F9341JA,,GLASS,,0,,330,ST,,129.46
2Q00,YIL,9002,Receive MFG KD,F9900TL,,FLANGE,,0,,22,ST,,"1,454.98"
2Q00,YIL,9002,Receive MFG KD,F9900TM,,COVER FLANGE (FOR 3RD PARTY'S DFS),,0,,407,ST,,"1,670.75"
2Q00,YIL,9002,Receive MFG KD,F9900TY,,FLANGE,,0,,10,ST,,"1,179.79"
2Q00,YIL,9002,Receive MFG KD,F9900UB,,FLANGE,,0,,36,ST,,"1,582.00"
2Q00,YIL,9002,Receive MFG KD,F9900UK,,FLANGE,,0,,20,ST,,"1,640.64"
2Q00,YIL,9002,Receive MFG KD,F9903BD,,VENT PLUG,,0,,"1,540",ST,,284.16
2Q00,YIL,9002,Receive MFG KD,F9903CM,,VENT SCREW,,0,,"1,556",ST,,166.91
2Q00,YIL,9002,Receive MFG KD,F9903CZ,,PLUG,,0,,"1,556",ST,,210.88
2Q00,YIL,9002,Receive MFG KD,F9910LE,,O-RING,,0,,"5,440",ST,,7.33
2Q00,YIL,9002,Receive MFG KD,F9910LS,,TERMINAL ASSY,,0,,"5,920",ST,,72.46
2Q00,YIL,9002,Receive MFG KD,F9913AL,,CASE,,0,,77,ST,,"1,498.14"
2Q00,YIL,9002,Receive MFG KD,F9913BJ,,CASE,,0,,14,ST,,"1,791.25"
2Q00,YIL,9002,Receive MFG KD,F9913BL,,CASE,,0,,4,ST,,"1,791.25"
